"","MasVnrArea","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","TotRmsAbvGrd","Fireplaces","PavedDrive","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","TotalPorchSF"
"726",0,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","Plywood","Gd","WD",250,2,660,375,726,6960,"Reg","NAmes","1Story",4,1970,1970,"TA","CBlock","TA","Y",864,0,864,5,0,"Y","Normal",11.6994050319128,1728,1,96
"727",260,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","Wd Sdng","Plywood","Gd","WD",72,2,540,808,727,21695,"IR1","Crawfor","1Story",6,1988,2007,"Gd","CBlock","Ex","Y",1680,0,1680,5,1,"Y","Normal",12.3104326608544,2560,3,336
"728",82,"Stone","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",508,2,632,724,728,7314,"Reg","CollgCr","1Story",7,2007,2007,"Gd","PConc","Ex","Y",1232,0,1232,6,0,"Y","Normal",12.1781874420406,2464,3,132
"729",95,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","COD",1584,3,888,0,729,11475,"Reg","NAmes","1Story",5,1958,1958,"TA","CBlock","TA","Y",1776,0,1776,9,0,"Y","Abnorml",11.6082356447746,3360,3,25
"730",0,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","FuseA","RM","MetalSd","MetalSd","TA","WD",628,2,539,152,730,6240,"Reg","IDOTRR","1.5Fin",4,1925,1950,"TA","CBlock","TA","Y",848,0,1208,5,0,"Y","Normal",11.5424842672118,1988,1,23
"731",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Gd","WD",415,2,608,1180,731,5389,"IR1","StoneBr","1Story",8,1995,1996,"Gd","PConc","Ex","Y",1616,0,1616,5,1,"Y","Normal",12.3737034869141,3211,3,389
"732",442,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",82,2,438,786,732,9590,"IR1","Timber","SLvl",7,2003,2003,"Gd","PConc","Ex","Y",1146,0,1146,6,1,"Y","Normal",12.1415341243926,2014,3,182
"733",202,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Av","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",901,2,541,252,733,11404,"IR1","CollgCr","2Story",7,1998,1999,"Gd","PConc","Ex","Y",1153,878,2031,8,1,"Y","Normal",12.3126823805884,3184,2.5,276
"734",0,"None","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",270,1,264,594,734,10000,"Reg","Sawyer","1Story",5,1961,1983,"TA","CBlock","Ex","Y",1144,0,1144,6,1,"Y","Normal",11.7860013850326,2008,2,165
"735",0,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",948,1,300,0,735,8978,"IR1","Sawyer","1Story",5,1968,1968,"TA","PConc","TA","Y",948,0,948,6,0,"Y","Family",11.5898865061064,1896,1,147
"736",0,"None","Detchd","Unf","TA","TA","Gd","TA","Mn","Rec","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",490,2,320,390,736,10800,"Reg","OldTown","2.5Unf",7,1914,1970,"TA","BrkTil","Fa","N",880,888,1768,6,2,"N","Normal",12.0015054797889,2648,1.5,341
"737",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseF","RL","Stucco","Stone","TA","WD",0,2,400,0,737,8544,"Reg","NAmes","1Story",3,1950,1950,"TA","CBlock","Gd","N",1040,0,1040,6,0,"Y","Normal",11.4457167152768,1040,2,0
"738",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",893,3,800,0,738,10463,"IR1","Gilbert","2Story",8,2005,2005,"Gd","PConc","Ex","Y",901,900,1801,8,1,"Y","Normal",12.3879774488278,2694,2.5,116
"739",0,"None","Attchd","Unf","TA","TA","Gd","Gd","Gd","GLQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,0,0,1200,739,10800,"Reg","Edwards","1Story",5,1987,1988,"TA","CBlock","TA","Y",1200,0,1200,5,0,"Y","Alloca",12.0951410848229,2400,6,120
"740",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",864,2,572,0,740,9313,"IR1","CollgCr","2Story",7,2004,2004,"Gd","PConc","Ex","Y",864,864,1728,7,0,"Y","Normal",12.1547793511426,2592,2.5,243
"741",0,"None","Detchd","Unf","TA","Gd","Fa","Fa","No","Unf","SBrkr","RM","Wd Sdng","Wd Shng","TA","WD",264,2,360,0,741,9600,"Reg","OldTown","2Story",5,1910,2002,"TA","BrkTil","Ex","Y",768,664,1432,7,0,"Y","Abnorml",11.7905572015685,1696,2,270
"742",0,"None","Detchd","Unf","TA","TA","TA","TA","Mn","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",80,1,288,832,742,6768,"IR1","Sawyer","1Story",6,1961,1996,"TA","CBlock","Gd","Y",912,0,912,5,0,"Y","Normal",11.8635823365834,1824,2,168
"743",108,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",1349,2,539,0,743,8450,"Reg","SawyerW","1Story",7,2000,2001,"TA","PConc","Ex","Y",1349,0,1349,6,0,"Y","Normal",12.0951410848229,2698,2,175
"744",0,"None","Attchd","RFn","TA","TA","Gd","TA","Av","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",76,2,480,444,744,12886,"IR1","Sawyer","SLvl",5,1963,1999,"TA","CBlock","Ex","Y",1464,0,1464,6,1,"Y","Normal",12.0725412529057,1984,2,302
"745",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",604,2,462,733,745,5395,"IR1","StoneBr","1Story",8,1993,1993,"Gd","PConc","Gd","Y",1337,0,1337,5,1,"Y","Normal",12.1007121298723,2674,3,96
"746",289,"BrkFace","BuiltIn","Fin","TA","TA","TA","Gd","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",487,2,831,575,746,8963,"IR1","NWAmes","2Story",8,1976,1996,"Ex","CBlock","Ex","Y",1175,1540,2715,11,2,"Y","Normal",12.6108708646506,3857,3.5,204
"747",0,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",652,2,554,300,747,8795,"IR1","Gilbert","2Story",7,2000,2000,"Gd","PConc","Ex","Y",980,1276,2256,8,1,"Y","Normal",12.3715870840077,3208,2.5,278
"748",0,"None","Detchd","Unf","TA","TA","TA","Fa","No","Unf","SBrkr","RM","Stucco","Stucco","Gd","WD",1240,4,864,0,748,11700,"IR1","OldTown","2Story",7,1880,2003,"Gd","Stone","TA","N",1320,1320,2640,8,1,"N","Normal",12.4911726372789,3880,1.5,181
"749",338,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",801,2,527,919,749,10593,"IR1","NoRidge","1Story",7,1996,1996,"Gd","PConc","Ex","Y",1720,0,1720,7,1,"Y","Normal",12.4699741893166,3440,3,296
"750",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseF","RL","WdShing","Wd Shng","TA","WD",0,1,240,0,750,8405,"Reg","Edwards","1.5Fin",4,1945,1950,"TA","Slab","TA","N",1088,441,1529,9,0,"N","Normal",11.4927227576527,1529,2,92
"751",0,"None","Attchd","Unf","TA","TA","TA","Fa","No","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",576,0,0,0,751,8800,"Reg","OldTown","1.5Fin",4,1910,2004,"TA","BrkTil","Gd","Y",792,348,1140,7,0,"N","Normal",11.4772982873271,1716,1,160
"752",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",660,2,400,0,752,7750,"Reg","Gilbert","2Story",7,2003,2003,"Gd","PConc","Ex","Y",660,660,1320,6,0,"Y","Normal",11.9953516142145,1980,2.5,48
"753",0,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",279,2,576,1200,753,9236,"IR1","CollgCr","1Story",6,1997,1997,"TA","PConc","Ex","Y",1494,0,1494,6,0,"Y","Normal",12.2876526325226,2973,3,195
"754",178,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Mn","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","WD",1030,3,878,0,754,10240,"Reg","NridgHt","2Story",8,2005,2005,"Gd","PConc","Gd","Y",1038,1060,2098,8,1,"Y","Normal",12.5263429075751,3128,2.5,244
"755",0,"None","Detchd","RFn","TA","TA","TA","TA","No","GLQ","SBrkr","RL","Plywood","Plywood","Gd","WD",115,2,440,439,755,7930,"Reg","NAmes","1Story",6,1969,2005,"TA","CBlock","Gd","Y",1026,0,1026,5,0,"Y","Normal",11.9576112862317,2052,2,219
"756",894,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","FV","MetalSd","MetalSd","TA","WD",348,2,440,381,756,3230,"Reg","Somerst","2Story",6,1999,1999,"TA","PConc","Gd","Y",742,729,1471,6,0,"Y","Normal",12.0581525154536,2200,2.5,24
"757",0,"None","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",846,2,578,20,757,10769,"IR1","CollgCr","2Story",8,2007,2007,"Gd","PConc","Ex","Y",866,902,1768,7,0,"Y","Normal",12.2643415536542,2634,2.5,249
"758",328,"BrkCmn","Attchd","Fin","TA","TA","TA","TA","Mn","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",234,2,440,438,758,11616,"IR1","Sawyer","2Story",6,1978,1978,"TA","CBlock","TA","Y",672,714,1386,6,1,"Y","Abnorml",11.9760303525248,2058,2.5,335
"759",360,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","FV","MetalSd","MetalSd","TA","WD",195,2,440,549,759,2280,"Reg","Somerst","2Story",7,1999,1999,"TA","PConc","Gd","Y",757,744,1501,6,0,"Y","Normal",12.0973732286068,2245,2.5,0
"760",513,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","LwQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1198,3,752,56,760,12257,"IR1","NoRidge","2Story",8,1995,1995,"Gd","PConc","Ex","Y",1328,1203,2531,9,1,"Y","Normal",12.5776362019627,3849,2.5,320
"761",0,"None","Detchd","Unf","Ex","Ex","TA","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",252,1,300,612,761,9100,"Reg","NAmes","1Story",6,1959,1959,"TA","CBlock","Ex","Y",864,0,864,5,0,"Y","Normal",11.7558716435806,1728,1,0
"762",0,"None","Detchd","Unf","TA","TA","TA","TA","Mn","LwQ","SBrkr","RM","Wd Sdng","Wd Sdng","Fa","WD",740,2,440,405,762,6911,"Reg","BrkSide","1Story",5,1924,1950,"TA","PConc","TA","Y",1301,0,1301,5,0,"Y","Normal",11.5129254649702,2446,1,0
"763",0,"None","Attchd","Unf","TA","TA","Gd","TA","Mn","GLQ","SBrkr","FV","VinylSd","VinylSd","Gd","Con",732,2,614,24,763,8640,"Reg","Somerst","2Story",7,2009,2009,"TA","PConc","Ex","Y",764,783,1547,7,0,"Y","Normal",12.2793231072698,2303,2.5,214
"764",673,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",89,3,856,1163,764,9430,"Reg","NoRidge","2Story",8,1999,1999,"Gd","PConc","Ex","Y",1268,1097,2365,8,1,"Y","Normal",12.7278382093345,3617,3.5,128
"765",0,"None","Attchd","Fin","TA","TA","Gd","Gd","Av","LwQ","SBrkr","RL","BrkFace","BrkFace","Ex","WD",0,2,481,437,765,9549,"IR1","Veenker","1Story",8,1995,1996,"Gd","PConc","Ex","Y",1494,0,1494,6,1,"Y","Normal",12.5061772379805,2988,2.5,30
"766",284,"Stone","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","New",1498,2,592,0,766,14587,"IR1","Somerst","1Story",9,2008,2008,"Gd","PConc","Ex","Y",1506,0,1506,6,1,"Y","Partial",12.4842042571701,3004,2,174
"767",42,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",586,2,496,394,767,10421,"Reg","NWAmes","2Story",7,1988,1988,"TA","CBlock","TA","Y",980,734,1714,7,1,"Y","Normal",12.1884177102915,2694,2.5,294
"768",0,"None","Attchd","Unf","TA","TA","Gd","TA","Mn","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",323,1,423,660,768,12508,"IR1","Mitchel","1.5Fin",6,1940,1985,"TA","CBlock","Ex","Y",983,767,1750,7,0,"Y","Normal",11.982929094216,2733,3,245
"769",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1836,2,484,24,769,9100,"Reg","CollgCr","1Story",7,2004,2005,"Gd","PConc","Ex","Y",1836,0,1836,8,1,"Y","Normal",12.2869011981928,3696,2,153
"770",603,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","Gd","ALQ","SBrkr","RL","CemntBd","Wd Shng","Ex","WD",234,3,841,1416,770,53504,"IR2","StoneBr","2Story",8,2003,2003,"Ex","PConc","Ex","Y",1690,1589,3279,12,1,"Y","Normal",13.1956138391439,4929,4.5,539
"771",0,"None","Detchd","Unf","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",173,2,576,685,771,7252,"IR1","Sawyer","SFoyer",5,1982,1982,"TA","CBlock","TA","Y",858,0,858,5,0,"Y","Normal",11.8122890421958,1716,2,120
"772",0,"None","Detchd","Unf","TA","TA","Fa","Fa","No","LwQ","FuseF","RL","Wd Sdng","Wd Sdng","TA","COD",0,2,396,836,772,8877,"Reg","Edwards","1Story",4,1951,1951,"TA","CBlock","TA","Y",1220,0,1220,6,0,"Y","Normal",11.5327280922664,2056,1,0
"773",0,"None","Detchd","Unf","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",480,2,672,422,773,7819,"Reg","Edwards","SLvl",6,1976,1976,"TA","CBlock","TA","Y",1117,0,1117,6,1,"Y","Abnorml",11.580584113444,2146,2,144
"774",1,"None","Attchd","RFn","TA","TA","TA","TA","No","Rec","FuseA","RL","Wd Sdng","Wd Sdng","TA","COD",456,1,275,456,774,10150,"Reg","NAmes","1Story",5,1958,1958,"TA","CBlock","Ex","Y",912,0,912,5,0,"Y","Normal",11.6483301019764,1824,1,0
"775",375,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",1935,3,895,0,775,14226,"Reg","NridgHt","1Story",8,2006,2006,"Gd","PConc","Gd","Y",1973,0,1973,9,1,"Y","Partial",12.8866410438833,3908,2,360
"776",320,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",338,2,412,866,776,4500,"Reg","Mitchel","1Story",6,1998,1998,"TA","PConc","Ex","Y",1204,0,1204,5,0,"Y","Normal",11.9953516142145,2408,3,247
"777",240,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",1594,3,865,20,777,11210,"IR1","CollgCr","1Story",7,2005,2006,"Gd","PConc","Ex","Y",1614,0,1614,7,0,"Y","Partial",12.3081778684673,3228,2,203
"778",0,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","Plywood","TA","WD",102,2,440,762,778,13350,"IR1","Sawyer","1Story",5,1974,1974,"TA","CBlock","TA","Y",894,0,894,5,1,"Y","Normal",11.8670972786908,1758,2,241
"779",320,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RH","Plywood","Plywood","TA","WD",0,2,630,0,779,8400,"Reg","SawyerW","1Story",5,1977,1977,"TA","Slab","TA","Y",2020,0,2020,10,2,"Y","Normal",11.8775685785581,2020,2,0
"780",90,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","Plywood","ImStucc","TA","WD",0,2,504,975,780,10530,"Reg","Mitchel","SFoyer",6,1977,1977,"TA","CBlock","TA","Y",1004,0,1004,4,0,"Y","Normal",11.8130300574206,1979,2,0
"781",38,"BrkFace","Attchd","Fin","TA","TA","Gd","Gd","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",1237,2,402,0,781,7875,"Reg","Gilbert","1Story",7,1995,1996,"TA","PConc","Gd","Y",1253,0,1253,6,1,"Y","Normal",12.0782392740203,2490,2,241
"782",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",374,2,484,387,782,7153,"Reg","SawyerW","2Story",6,1992,1992,"Gd","PConc","Ex","Y",810,793,1603,7,0,"Y","Normal",12.0776709307256,2364,2.5,124
"783",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1413,2,605,0,783,16285,"IR2","CollgCr","1Story",7,2001,2002,"Gd","PConc","Ex","Y",1430,0,1430,6,0,"Y","Normal",12.1393985122622,2843,2,33
"784",104,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","Plywood","Plywood","Gd","WD",0,2,602,1097,784,9101,"IR1","Mitchel","SFoyer",5,1978,1978,"TA","PConc","Ex","Y",1110,0,1110,4,1,"Y","Normal",12.0167264737993,2207,2,333
"785",0,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","Wd Sdng","Wd Shng","TA","WD",742,0,0,0,785,6300,"Reg","OldTown","2.5Unf",6,1914,2001,"TA","CBlock","Ex","Y",742,742,1484,9,1,"Y","Normal",11.7597855429018,2226,2,291
"786",0,"None","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","BrkFace","Wd Sdng","TA","WD",491,2,457,251,786,9790,"Reg","NWAmes","1Story",6,1967,1967,"TA","CBlock","TA","Y",1342,0,1342,7,1,"Y","Normal",11.9922604216448,2714,2,0
"787",0,"None","Detchd","Unf","TA","TA","Fa","TA","No","LwQ","SBrkr","RM","MetalSd","MetalSd","TA","WD",0,1,416,686,787,10800,"Reg","OldTown","1.5Fin",5,1915,1950,"TA","PConc","TA","Y",966,686,1652,7,0,"Y","Normal",11.8422292121128,2338,3,0
"788",0,"None","BuiltIn","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",300,2,618,656,788,10142,"IR1","SawyerW","2Story",7,2004,2004,"Gd","PConc","Ex","Y",956,1128,2084,8,0,"Y","Normal",12.3587937325478,3040,3.5,45
"789",0,"None","Detchd","Unf","Fa","TA","TA","TA","No","Unf","SBrkr","RM","MetalSd","MetalSd","TA","WD",901,1,281,0,789,6000,"Reg","OldTown","1Story",4,1954,2000,"TA","CBlock","Ex","Y",901,0,901,4,0,"Y","Normal",11.5889601512462,1802,1,0
"790",157,"BrkFace","Attchd","Fin","TA","TA","TA","Fa","Gd","LwQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",264,2,444,568,790,12205,"IR1","ClearCr","2Story",6,1966,2007,"TA","CBlock","Gd","Y",976,1111,2087,9,0,"Y","Normal",12.1415341243926,2919,2.5,301
"791",11,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1129,2,397,16,791,3182,"Reg","Blmngtn","1Story",7,2005,2006,"Gd","PConc","Ex","Y",1145,0,1145,5,1,"Y","Normal",11.9841783136164,2290,2,116
"792",0,"None","Attchd","RFn","TA","TA","Gd","TA","Av","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",490,2,539,539,792,11333,"IR1","Mitchel","SLvl",6,1976,1976,"TA","PConc","TA","Y",1062,0,1062,5,2,"Y","Normal",11.8968263951626,2091,2,120
"793",0,"None","Attchd","Unf","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",255,2,455,862,793,9920,"IR1","NoRidge","2Story",7,1996,1997,"Gd","PConc","Ex","Y",1127,886,2013,8,1,"Y","Normal",12.5053991575767,3130,3.5,310
"794",140,"Stone","Attchd","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","CemntBd","CmentBd","Gd","New",1496,2,474,0,794,9158,"Reg","Somerst","1Story",8,2007,2007,"Gd","PConc","Ex","Y",1496,0,1496,7,0,"Y","Partial",12.3238556811866,2992,2,298
"795",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","Gd","WD",712,2,409,0,795,10832,"IR1","Gilbert","2Story",7,1994,1996,"Gd","PConc","Ex","Y",1086,809,1895,7,1,"Y","Normal",12.1781874420406,2607,2.5,189
"796",130,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",650,2,476,0,796,8400,"Reg","SawyerW","2Story",6,1980,1981,"TA","CBlock","TA","Y",888,676,1564,7,1,"Y","Normal",12.0494188354848,2214,2.5,50
"797",148,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",660,2,528,0,797,8197,"Reg","Sawyer","1Story",6,1977,1977,"TA","CBlock","Ex","Y",1285,0,1285,7,1,"Y","Normal",11.8740903141818,1945,1.5,138
"798",0,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",203,1,240,570,798,7677,"Reg","NAmes","1Story",5,1953,1953,"TA","CBlock","Gd","Y",773,0,773,4,0,"Y","Abnorml",11.6082356447746,1546,1,0
"799",860,"Stone","BuiltIn","Fin","TA","TA","Ex","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","New",1926,3,820,0,799,13518,"Reg","NridgHt","2Story",9,2008,2009,"Ex","PConc","Ex","Y",1966,1174,3140,11,2,"Y","Partial",13.0919041699196,5066,3.5,222
"800",252,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",162,1,240,569,800,7200,"Reg","SWISU","1.5Fin",5,1937,1950,"TA","BrkTil","Ex","Y",981,787,1768,7,2,"Y","Normal",12.0725412529057,2499,2.5,0
"801",0,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",154,2,603,462,801,12798,"IR1","ClearCr","2Story",6,1997,1997,"TA","PConc","Gd","Y",616,1072,1688,8,0,"Y","Normal",12.2060726455302,2304,3.5,517
"802",0,"None","Detchd","Unf","TA","TA","TA","TA","No","LwQ","FuseA","RM","MetalSd","MetalSd","TA","WD",999,2,440,197,802,4800,"Reg","IDOTRR","1Story",4,1916,1990,"TA","CBlock","Ex","Y",1196,0,1196,5,0,"Y","Normal",11.6073261403917,2392,2,0
"803",0,"None","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","WdShing","Wd Shng","Gd","WD",80,2,410,648,803,8199,"Reg","CollgCr","2Story",7,2005,2005,"Gd","PConc","Ex","Y",728,728,1456,7,1,"Y","Normal",12.1495022940418,2184,3.5,54
"804",424,"Stone","BuiltIn","RFn","TA","TA","Ex","TA","Gd","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","New",1734,3,1020,0,804,13891,"Reg","NridgHt","2Story",9,2008,2009,"Ex","PConc","Ex","Y",1734,1088,2822,12,1,"Y","Partial",13.2758275359155,4556,3.5,222
"805",0,"None","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",124,1,286,812,805,9000,"Reg","NAmes","1Story",5,1954,1954,"TA","CBlock","TA","Y",1128,0,1128,5,0,"Y","Family",11.6784399034478,2064,1,0
"806",256,"Stone","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","New",1417,2,554,0,806,12274,"IR1","Somerst","1Story",7,2008,2008,"Gd","PConc","Ex","Y",1428,0,1428,6,0,"Y","Partial",12.3356964133237,2845,2,60
"807",0,"None","Attchd","Fin","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",100,1,384,400,807,9750,"Reg","NAmes","SLvl",5,1967,1967,"TA","PConc","Gd","Y",980,0,980,6,0,"Y","Normal",11.8167269193019,1960,2,68
"808",0,"None","Attchd","RFn","TA","TA","TA","TA","Gd","GLQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",15,2,528,1309,808,21384,"Reg","BrkSide","2Story",5,1923,2004,"TA","CBlock","Ex","Y",1072,504,1576,6,1,"Y","Normal",12.3171666930358,2900,3.5,312
"809",1047,"BrkFace","Attchd","RFn","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",380,2,484,516,809,13400,"Reg","NAmes","SLvl",5,1966,1966,"TA","CBlock","TA","Y",1086,0,1086,6,1,"Y","Normal",11.9826165453777,2110,2,0
"810",0,"None","Detchd","Unf","Fa","Po","TA","TA","No","Unf","FuseA","RM","AsbShng","AsbShng","TA","WD",849,2,360,0,810,8100,"Reg","OldTown","2.5Unf",5,1898,1965,"TA","PConc","TA","N",1075,1063,2138,11,0,"N","Normal",11.5711943730942,2987,2,196
"811",99,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",0,2,484,663,811,10140,"Reg","NWAmes","1Story",6,1974,1999,"TA","CBlock","Fa","Y",1309,0,1309,5,1,"Y","Normal",12.106252310248,2349,2.5,265
"812",169,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RM","VinylSd","VinylSd","Gd","ConLD",186,2,420,662,812,4438,"Reg","CollgCr","1Story",6,2004,2004,"Gd","PConc","Ex","Y",848,0,848,4,1,"Y","Normal",11.8810347865346,1696,2,140
"813",0,"None","Basment","Unf","TA","TA","TA","TA","Av","Unf","FuseA","C (all)","Wd Sdng","Wd Sdng","Fa","WD",540,2,504,0,813,8712,"Reg","IDOTRR","1Story",5,1952,1952,"Fa","CBlock","TA","N",1044,0,1044,4,0,"N","Alloca",10.9329819619041,1584,1,0
"814",243,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","TA","COD",834,1,301,608,814,9750,"Reg","NAmes","1Story",6,1958,1958,"TA","CBlock","Gd","Y",1442,0,1442,7,0,"Y","Normal",11.9697172002437,2884,1.5,0
